Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock
DRN37,9.6,0.09627919,Soft Drinks,167.3,149,33
FDS47,16.75,0.12888573,Breads,87.7,131,33
DRK35,8.365,0.120256303,Hard Drinks,39.3,115,47
DRI23,18.85,0.137755834,Hard Drinks,161.9,140,109
FDD22,10,0.100055625,Snack Foods,113.4,108,83
FDE44,14.65,0.172357491,Fruits and Vegetables,50.9,102,89
FDT24,12.35,0.185824165,Baking Goods,78.5,101,78
FDO20,12.85,0.152988295,Fruits and Vegetables,253.7,130,70
FDZ26,11.6,0.143897558,Dairy,240.6,64,28
FDX32,11.68809968,0.1748389,Fruits and Vegetables,142.9,170,150
FDE56,11.68809968,0.278730642,Fruits and Vegetables,63.2,197,161
DRJ01,6.135,0.115500999,Soft Drinks,161.1,54,19
NCO55,11.68809968,0.159394437,Others,105.7,184,142
FDD56,15.2,0.10377827,Fruits and Vegetables,175.6,67,52
FDT40,11.68809968,0.095331433,Frozen Foods,125.6,105,16
FDZ09,17.6,0.105472205,Snack Foods,165.7,124,63
FDQ01,19.7,0.160671255,Canned,254.7,145,60
FDY01,11.8,0.170548238,Canned,113.9,163,107
FDO57,11.68809968,0.19033746,Snack Foods,159.5,150,36
FDX19,19.1,0.097127867,Fruits and Vegetables,234.5,77,6
FDA47,10.5,0.11733375,Baking Goods,164.1,99,7
FDP13,0,0.235183205,Canned,41.5,51,22
DRF23,4.61,0.123151947,Hard Drinks,175.2,117,77
FDQ47,7.155,0.169137707,Breads,35.3,177,67
FDX15,0,0.155541973,Meat,159.8,126,20
FDC44,15.6,0.172596885,Fruits and Vegetables,114.9,73,60
FDC47,15,0.118868155,Snack Foods,229.5,161,93
NCL31,7.39,0.120770963,Others,143.4,168,74
FDC47,15,0.118791698,Snack Foods,230,85,85
FDK15,10.8,0.164724567,Meat,98.4,51,28
NCO53,0,0.174336148,Health and Hygiene,184.1,176,152
DRN37,9.6,0.161182103,Soft Drinks,165.3,154,141
FDP31,21.1,0.161474419,Fruits and Vegetables,62.9,67,65
DRF01,0,0.306542848,Soft Drinks,147.3,57,53
FDH50,15,0.162093059,Canned,182.5,64,29
FDZ60,11.68809968,0.118783796,Baking Goods,108.6,194,145
FDI53,8.895,0.137618927,Frozen Foods,161.5,72,53
FDH45,15.1,0.105666833,Fruits and Vegetables,41.7,142,99
NCK29,5.615,0.210511558,Health and Hygiene,121.4,98,20
FDE40,11.68809968,0.173587926,Dairy,60,113,52
FDD52,18.25,0.183579854,Dairy,110.9,83,82
FDZ31,15.35,0.113678422,Fruits and Vegetables,189.8,67,15
FDD45,8.615,0.116226984,Fruits and Vegetables,95.9,113,27
FDY50,5.8,0.131221393,Dairy,87.8,155,3
FDS57,15.5,0.103422709,Snack Foods,144.8,123,114
FDX28,6.325,0.125688044,Frozen Foods,100.9,151,54
FDN56,11.68809968,0.187443314,Fruits and Vegetables,145.9,66,14
FDI32,11.68809968,0.173529036,Fruits and Vegetables,113.3,190,63
FDO32,6.36,0.121225455,Fruits and Vegetables,45.9,101,64
DRJ01,11.68809968,0.114475357,Soft Drinks,160.9,113,111
NCC18,19.1,0.177270016,Household,174,83,15
FDT49,7,0.151279591,Canned,107,144,117
FDK02,12.5,0.112203445,Canned,121.1,136,19
FDR16,5.845,0.105181277,Frozen Foods,214.4,151,63
FDA58,9.395,0.103751236,Snack Foods,235.9,189,32
FDM03,12.65,0.123726711,Meat,107.8,125,80
FDZ52,19.2,0.100074524,Frozen Foods,110.3,68,68
FDN60,11.68809968,0.166609517,Baking Goods,157.7,186,125
FDY50,11.68809968,0.130321652,Dairy,88.7,123,68
NCE43,12.5,0.103442268,Household,170.8,194,185
FDL16,12.85,0.168312678,Frozen Foods,45.9,99,38
FDQ36,7.855,0.162205516,Baking Goods,36.3,88,76
FDG33,5.365,0.140213762,Seafood,173.8,187,163
FDT36,12.3,0.186250852,Baking Goods,37.3,61,29
NCQ17,0,0.116366304,Health and Hygiene,158.4,128,67
FDX36,0,0.224607399,Baking Goods,223.1,64,20
FDD47,7.6,0.142699588,Starchy Foods,171.7,77,62
FDQ46,7.51,0.103726639,Snack Foods,110.7,181,84
FDE56,0,0.158424516,Fruits and Vegetables,62.4,85,5
NCR54,0,0.158562708,Household,194.7,168,23
FDO32,6.36,0.120443298,Fruits and Vegetables,45.4,114,110
FDJ36,0,0.127638966,Baking Goods,104.5,147,94
FDV04,7.825,0.149986868,Frozen Foods,158.8,96,82
NCK30,14.85,0.102065622,Household,254.3,130,101
FDX09,0,0.114243048,Snack Foods,174.9,88,75
FDT22,10.395,0.112324552,Snack Foods,60.6,87,77
FDX03,15.85,0.102262138,Meat,47.2,93,49
FDE11,17.7,0.13498355,Starchy Foods,184.5,146,123
FDR36,6.715,0.121832956,Baking Goods,43.5,173,139
FDU37,0,0.10400212,Canned,79.8,75,55
DRH01,17.5,0.098457814,Soft Drinks,171.8,146,119
FDO57,20.75,0.108930629,Snack Foods,161,50,14
NCC54,17.75,0.097692448,Health and Hygiene,242.4,102,82
FDC45,17,0.135944247,Fruits and Vegetables,171.5,55,27
FDW46,11.68809968,0.123089128,Snack Foods,63.6,86,39
FDV52,20.7,0.121709653,Frozen Foods,119.7,51,40
NCC54,17.75,0.163548055,Health and Hygiene,239.3,172,5
FDV38,11.68809968,0.178192864,Dairy,55,118,86
DRH51,11.68809968,0.170213676,Dairy,89.6,62,2
NCL29,11.68809968,0.113387677,Health and Hygiene,157,118,100
FDQ15,20.35,0.151044881,Meat,79.2,115,32
NCP29,8.42,0.112249781,Health and Hygiene,64.3,108,42
FDH50,15,0.161404914,Canned,185.8,117,20
NCZ18,7.825,0.186067862,Household,255.5,108,83
NCG30,20.2,0.112495847,Household,124.4,166,110
NCG30,20.2,0.112549008,Household,123.1,59,16
FDY57,20.2,0.121442754,Snack Foods,95,190,135
FDM46,11.68809968,0.159193194,Snack Foods,92.7,179,63
NCW05,20.25,0.148372897,Health and Hygiene,108.9,64,27
NCM30,0,0.117825569,Household,43.3,95,89
FDP37,0,0.250560049,Breakfast,127,187,140
FDP22,14.65,0.099113429,Snack Foods,52.9,199,12
FDS25,6.885,0.140008554,Canned,108.7,138,85
NCZ05,0,0.10178199,Health and Hygiene,104.7,126,20
FDO09,0,0.124668026,Snack Foods,261.1,185,181
FDC34,16,0.172615327,Snack Foods,154.6,198,62
FDP10,19,0.127983545,Snack Foods,107.7,199,157
FDL58,5.78,0.124110349,Snack Foods,262.4,159,110
FDW38,5.325,0.139244918,Dairy,53,146,75
FDK25,11.6,0.157075658,Breakfast,166.6,94,72
NCZ18,7.825,0.186825823,Household,253.6,140,6
FDF22,6.865,0.09512291,Snack Foods,212.3,163,71
FDC08,19,0.103449993,Fruits and Vegetables,225.5,199,128
FDY01,11.8,0.170251293,Canned,116.5,122,2
FDZ08,12.5,0.109900843,Fruits and Vegetables,83.1,84,27
NCE43,12.5,0.10402738,Household,172.2,91,42
FDE34,9.195,0.108501676,Snack Foods,183.7,182,96
FDV50,14.3,0.122571209,Dairy,122.4,76,45
NCE31,0,0.183948465,Household,33.6,81,0
FDG32,19.85,0.175995526,Fruits and Vegetables,224.1,185,165
FDK25,0,0.274592283,Breakfast,167.8,152,101
FDB15,10.895,0.136784873,Dairy,265.3,134,34
FDF35,15,0.153861181,Starchy Foods,108.6,195,53
FDP31,21.1,0.161504957,Fruits and Vegetables,65,127,97
FDQ52,17,0.119871307,Frozen Foods,248.3,192,23
FDR16,5.845,0.104998144,Frozen Foods,213.2,93,27
FDF56,16.7,0.119704498,Fruits and Vegetables,182,81,21
FDU13,8.355,0.187558629,Canned,148,77,15
DRM37,15.35,0.096317593,Soft Drinks,197.4,126,12
FDW32,18.35,0.15783357,Fruits and Vegetables,87.6,67,61
FDS07,12.35,0.100164204,Fruits and Vegetables,113.7,152,86
FDL02,20,0.10399676,Canned,107.5,119,77
FDC60,5.425,0.114472403,Baking Goods,88.4,168,159
FDO20,12.85,0.152747503,Fruits and Vegetables,252,188,66
FDO32,6.36,0.120788077,Fruits and Vegetables,45.7,197,90
NCR38,17.25,0.113518466,Household,253.6,146,32
FDG47,12.8,0.116527666,Starchy Foods,261.4,185,114
FDH45,15.1,0.105831117,Fruits and Vegetables,41.7,84,18
FDZ16,16.85,0.159722816,Frozen Foods,194.1,118,35
FDW13,0,0.171383506,Canned,50.5,175,123
DRE60,9.395,0.160235723,Soft Drinks,227.9,148,142
FDF52,0,0.116928924,Frozen Foods,183.3,127,99
FDW13,8.5,0.097884718,Canned,52.5,198,119
FDR19,13.5,0.160044589,Fruits and Vegetables,145.4,160,96
FDV04,0,0.149288779,Frozen Foods,158.4,66,23
NCZ29,15,0.119461188,Health and Hygiene,126.3,195,26
FDN60,15.1,0.095158081,Baking Goods,159.3,189,176
FDW26,11.8,0.179191782,Dairy,224.3,193,74
FDQ01,19.7,0.160951491,Canned,256.1,53,48
FDH27,0,0.102157958,Dairy,145,141,22
DRB25,12.3,0.116261335,Soft Drinks,107.1,124,32
FDG45,8.1,0.12829573,Fruits and Vegetables,210.5,152,40
NCA30,19,0.129309277,Household,188.9,73,55
FDK25,11.6,0.156802171,Breakfast,168,114,28
FDF02,16.2,0.103634038,Canned,101.4,166,158
FDJ58,15.6,0.10589167,Snack Foods,172.7,131,97
FDA52,16.2,0.128621941,Frozen Foods,175.5,55,17
FDY15,18.25,0.171523928,Dairy,155.9,115,81
FDW08,12.1,0.148986013,Fruits and Vegetables,106.5,116,5
FDP26,7.785,0.140121306,Dairy,102.5,121,51
FDB53,0,0.138777108,Frozen Foods,147.5,144,39
FDX16,17.85,0.110152524,Frozen Foods,150.2,97,64
FDJ03,12.35,0.121174241,Dairy,47.9,119,110
DRN35,8.01,0.117580062,Hard Drinks,36.7,127,41
FDO32,6.36,0.121034655,Fruits and Vegetables,47.5,116,93
NCI30,0,0.103188491,Household,244.3,114,67
FDC35,7.435,0.122735471,Starchy Foods,205.3,112,31
FDI40,11.5,0.125602951,Frozen Foods,100.8,95,9
FDF50,0,0.116762173,Canned,199,196,68
FDZ60,20.5,0.119848041,Baking Goods,109.5,122,8
FDW38,5.325,0.139464425,Dairy,53.2,120,68
FDZ33,10.195,0.107564024,Snack Foods,149,159,138
FDI02,15.7,0.115031783,Canned,114.1,112,98
FDR44,6.11,0.103129612,Fruits and Vegetables,129.6,90,90
FDB21,7.475,0.149360698,Fruits and Vegetables,243.5,56,3
FDC15,18.1,0.178694026,Dairy,158.9,186,73
FDH33,12.85,0.121914662,Snack Foods,43.5,53,38
FDV38,19.25,0.101932076,Dairy,54.6,138,122
FDK08,9.195,0.122304725,Fruits and Vegetables,99.2,183,101
FDY15,0,0.299097859,Dairy,157.9,131,7
FDL33,7.235,0.167316771,Snack Foods,197.5,70,48
FDW33,9.395,0.099681254,Snack Foods,106.4,192,151
FDZ16,0,0.279886948,Frozen Foods,193.1,177,160
FDE34,9.195,0.108330902,Snack Foods,183.7,154,18
FDX25,16.7,0.102633047,Canned,180.8,153,1
FDU24,6.78,0.140163038,Baking Goods,94.2,117,54
NCN14,19.1,0.15385153,Others,185.2,159,138
FDQ47,7.155,0.168154574,Breads,33.8,115,98
DRH59,10.8,0.097805615,Hard Drinks,73.9,76,16
FDE34,9.195,0.107870997,Snack Foods,181.3,109,41
NCL31,0,0.119698523,Others,143,167,60
FDR32,0,0.150238656,Fruits and Vegetables,229.4,93,2
FDA52,16.2,0.128315409,Frozen Foods,178.1,85,85
FDR14,11.65,0.173904193,Dairy,52.3,68,34
FDD14,0,0.297312685,Canned,185.4,140,102
FDX45,0,0.104348025,Snack Foods,156.3,94,65
FDB03,17.75,0.157470693,Dairy,239.2,198,0
FDO09,13.5,0.125274674,Snack Foods,262.2,200,134
FDH28,15.85,0.110254143,Frozen Foods,37.4,147,147
FDU57,8.27,0.149895348,Snack Foods,152.1,68,42
FDF56,0,0.209162936,Fruits and Vegetables,179.2,90,5
FDX15,17.2,0.156935553,Meat,160.7,75,54
FDQ46,7.51,0.10423592,Snack Foods,111.8,77,20
FDV50,14.3,0.122761775,Dairy,124.4,113,50
FDK02,12.5,0.112399145,Canned,120.4,117,45
FDN13,18.6,0.152366659,Breakfast,98.5,129,99
FDC41,15.6,0.116815953,Frozen Foods,75.6,100,7
NCV06,0,0.116750407,Household,195.2,151,67
NCL31,7.39,0.120467994,Others,145.1,59,42
FDY28,0,0.26639671,Frozen Foods,215.6,149,143
DRN11,7.85,0.163902159,Hard Drinks,143.3,171,66
NCE43,0,0.102941345,Household,171.2,196,191
FDN45,11.68809968,0.117530851,Snack Foods,222.7,113,1
NCF42,17.35,0.167722519,Household,176.4,173,0
FDV23,11,0.105816753,Breads,126,68,57
DRA59,8.27,0.214125129,Soft Drinks,184,125,0
NCM05,11.68809968,0.104784329,Health and Hygiene,266,111,101
NCX05,15.2,0.097611115,Health and Hygiene,116.5,190,114
FDV15,10.3,0.146172453,Meat,103.4,74,6
DRZ11,8.85,0.112893431,Soft Drinks,123.3,138,87
FDB09,11.68809968,0.100493148,Fruits and Vegetables,123.1,141,91
FDY22,16.5,0.159690469,Snack Foods,142.4,91,17
FDD47,7.6,0.142632186,Starchy Foods,172.3,166,87
FDZ49,11,0.13341564,Canned,218.8,88,31
DRO47,10.195,0.112399145,Hard Drinks,111.7,182,172
FDR46,16.85,0.139700397,Snack Foods,147.8,130,32
DRJ25,14.6,0.151180862,Soft Drinks,47.6,195,72
FDC39,7.405,0.159165324,Dairy,207.1,156,27
FDI16,14,0.227260689,Frozen Foods,54.4,160,86
FDH33,12.85,0.121725411,Snack Foods,45.1,70,52
FDX40,11.68809968,0.173324207,Frozen Foods,39.9,99,95
FDX15,17.2,0.156541861,Meat,162.5,170,43
FDT04,17.25,0.107258822,Frozen Foods,40.2,183,79
FDV50,14.3,0.123070513,Dairy,121.2,99,54
NCH54,0,0.127234249,Household,158.4,164,137
FDY50,5.8,0.130931048,Dairy,89.9,50,13
FDQ34,10.85,0.162211939,Snack Foods,107.1,79,35
FDX11,16,0.106968577,Baking Goods,180.6,156,33
FDW27,5.86,0.151087845,Meat,155.1,97,87
FDC05,13.1,0.099343352,Frozen Foods,198.2,136,15
FDT56,16,0.115826834,Fruits and Vegetables,56,178,164
FDU44,0,0.102295904,Fruits and Vegetables,162.4,68,40
FDT34,9.3,0.174350275,Snack Foods,104.5,95,24
NCN18,0,0.124110734,Household,111.8,179,125
FDG45,8.1,0.214306131,Fruits and Vegetables,214,105,7
NCJ19,18.6,0.118661426,Others,58.8,194,111
FDN46,7.21,0.145220646,Snack Foods,103.1,141,93
