Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,initial_stock,current_stock,time_stamp
DAY01,500,0.163882129,Dairy,113.3,80.0,80.0,2025-07-19 20:07:59
FVU69,300,0.099309997,Fruits and Vegetables,91.4,154.0,154.0,2025-07-19 20:07:59
SDU30,330,0.164966345,Soft Drinks,189.5,211.0,211.0,2025-07-19 20:07:59
BAS99,1000,0.100262068,Baking Goods,169.6,228.0,228.0,2025-07-19 20:07:59
SFM27,50,0.188038372,Snack Foods,146.4,119.0,119.0,2025-07-19 20:07:59
FVQ38,200,0.098803088,Fruits and Vegetables,169.7,148.0,148.0,2025-07-19 20:07:59
HDP43,700,0.227189581,Hard Drinks,173.9,142.0,142.0,2025-07-19 20:07:59
FRF77,600,0.127660257,Frozen Foods,198.5,198.0,198.0,2025-07-19 20:07:59
BAK35,250,0.223440258,Baking Goods,52.2,88.0,88.0,2025-07-19 20:07:59
FRZ67,400,0.10764721,Frozen Foods,39.4,84.0,84.0,2025-07-19 20:07:59
BAL96,1000,0.130415118,Baking Goods,75.9,95.0,95.0,2025-07-19 20:07:59
FRK97,500,0.143129124,Frozen Foods,58.9,164.0,164.0,2025-07-19 20:07:59
SFG93,30,0.144856342,Snack Foods,100.5,203.0,203.0,2025-07-19 20:07:59
FRU31,400,0.267352587,Frozen Foods,35.0,115.0,115.0,2025-07-19 20:07:59
BAT90,1000,0.130867413,Baking Goods,150.8,194.0,194.0,2025-07-19 20:07:59
CAE19,800,0.123449671,Canned,89.7,253.0,253.0,2025-07-19 20:07:59
SFG23,30,0.105018817,Snack Foods,155.3,68.0,68.0,2025-07-19 20:07:59
SFR53,30,0.143870574,Snack Foods,169.5,70.0,70.0,2025-07-19 20:07:59
BRS46,500,0.25637539,Breads,94.8,271.0,271.0,2025-07-19 20:07:59
FVA88,200,0.107036943,Fruits and Vegetables,144.3,158.0,158.0,2025-07-19 20:07:59
FVH90,300,0.106238768,Fruits and Vegetables,176.1,104.0,104.0,2025-07-19 20:07:59
HOO10,500,0.094694278,Household,255.0,238.0,238.0,2025-07-19 20:07:59
FVC69,1000,0.100583009,Fruits and Vegetables,123.5,151.0,151.0,2025-07-19 20:07:59
SDC10,500,0.115167579,Soft Drinks,199.8,79.0,79.0,2025-07-19 20:07:59
SDP53,500,0.113559058,Soft Drinks,184.3,249.0,249.0,2025-07-19 20:07:59
SFZ94,30,0.157246634,Snack Foods,145.6,71.0,71.0,2025-07-19 20:07:59
CAK04,400,0.141524348,Canned,168.4,247.0,247.0,2025-07-19 20:07:59
SDB01,500,0.115819014,Soft Drinks,198.3,177.0,177.0,2025-07-19 20:07:59
BAM23,1000,0.129008866,Baking Goods,226.9,151.0,151.0,2025-07-19 20:07:59
SFV65,50,0.160371305,Snack Foods,143.9,219.0,219.0,2025-07-19 20:07:59
SFN88,75,0.117874024,Snack Foods,193.6,174.0,174.0,2025-07-19 20:07:59
DAW87,500,0.184041545,Dairy,110.2,178.0,178.0,2025-07-19 20:07:59
FVW87,300,0.13283066,Fruits and Vegetables,190.7,127.0,127.0,2025-07-19 20:07:59
HOV26,1000,0.167243769,Household,176.3,233.0,233.0,2025-07-19 20:07:59
FVG04,500,0.105085956,Fruits and Vegetables,82.4,75.0,75.0,2025-07-19 20:07:59
SDT20,1000,0.095931002,Soft Drinks,198.6,199.0,199.0,2025-07-19 20:07:59
FRT87,500,0.135775701,Frozen Foods,54.6,224.0,224.0,2025-07-19 20:07:59
BAD60,1000,0.128543405,Baking Goods,226.5,83.0,83.0,2025-07-19 20:07:59
HDX19,1000,0.123346085,Hard Drinks,172.5,74.0,74.0,2025-07-19 20:07:59
SFZ22,50,0.159937597,Snack Foods,93.9,209.0,209.0,2025-07-19 20:07:59
MED73,1000,0.172629683,Meat,148.5,232.0,232.0,2025-07-19 20:07:59
FVX91,300,0.12152072,Fruits and Vegetables,118.2,245.0,245.0,2025-07-19 20:07:59
MEE79,1000,0.136592891,Meat,238.0,114.0,114.0,2025-07-19 20:07:59
SFE47,100,0.244102315,Snack Foods,148.1,142.0,142.0,2025-07-19 20:07:59
SFL85,50,0.141789197,Snack Foods,121.9,114.0,114.0,2025-07-19 20:07:59
SFE06,50,0.117462619,Snack Foods,159.0,76.0,76.0,2025-07-19 20:07:59
HHA72,100,0.11411658,Health and Hygiene,158.9,74.0,74.0,2025-07-19 20:07:59
HOI48,750,0.097865088,Household,221.8,118.0,118.0,2025-07-19 20:07:59
SFG61,100,0.123961415,Snack Foods,33.3,220.0,220.0,2025-07-19 20:07:59
SFA65,30,0.096730427,Snack Foods,159.0,122.0,122.0,2025-07-19 20:07:59
DAP87,1000,0.097198194,Dairy,89.9,164.0,164.0,2025-07-19 20:07:59
HHC24,500,0.169943195,Health and Hygiene,116.2,270.0,270.0,2025-07-19 20:07:59
CAF07,800,0.161301097,Canned,185.1,98.0,98.0,2025-07-19 20:07:59
CAX99,400,0.187841082,Canned,119.2,259.0,259.0,2025-07-19 20:07:59
SFM07,50,0.109153001,Snack Foods,161.4,78.0,78.0,2025-07-19 20:07:59
FRK56,1000,0.098938169,Frozen Foods,195.8,106.0,106.0,2025-07-19 20:07:59
MET07,300,0.097937252,Meat,98.9,179.0,179.0,2025-07-19 20:07:59
SFF80,30,0.103813029,Snack Foods,113.8,86.0,86.0,2025-07-19 20:07:59
BKP10,200,0.152058281,Breakfast,99.9,81.0,81.0,2025-07-19 20:07:59
CAS53,800,0.13312044,Canned,221.6,233.0,233.0,2025-07-19 20:07:59
HHN54,250,0.255348289,Health and Hygiene,84.4,62.0,62.0,2025-07-19 20:07:59
FRS49,1000,0.137858955,Frozen Foods,162.1,244.0,244.0,2025-07-19 20:07:59
FVK39,200,0.224837308,Fruits and Vegetables,112.8,241.0,241.0,2025-07-19 20:07:59
HOP60,500,0.118099673,Household,262.9,116.0,116.0,2025-07-19 20:07:59
DAV34,500,0.137023446,Dairy,263.8,141.0,141.0,2025-07-19 20:07:59
FVU38,300,0.119362812,Fruits and Vegetables,180.4,98.0,98.0,2025-07-19 20:07:59
FRN38,600,0.122208091,Frozen Foods,119.7,132.0,132.0,2025-07-19 20:07:59
SFB59,75,0.138742518,Snack Foods,147.5,240.0,240.0,2025-07-19 20:07:59
FVW77,300,0.105597316,Fruits and Vegetables,83.5,156.0,156.0,2025-07-19 20:07:59
STR77,500,0.142410775,Starchy Foods,171.9,104.0,104.0,2025-07-19 20:07:59
SFP45,30,0.108004532,Snack Foods,148.7,60.0,60.0,2025-07-19 20:07:59
FRI12,500,0.132596101,Frozen Foods,226.2,115.0,115.0,2025-07-19 20:07:59
BAT51,500,0.128459481,Baking Goods,102.0,214.0,214.0,2025-07-19 20:07:59
HOF67,1000,0.161317495,Household,57.6,108.0,108.0,2025-07-19 20:07:59
DAN40,1000,0.114294512,Dairy,94.9,68.0,68.0,2025-07-19 20:07:59
HOE77,750,0.100114941,Household,188.4,242.0,242.0,2025-07-19 20:07:59
SFX06,50,0.22417463,Snack Foods,168.9,214.0,214.0,2025-07-19 20:07:59
SFE26,75,0.108059141,Snack Foods,181.8,117.0,117.0,2025-07-19 20:07:59
SFF71,75,0.111554381,Snack Foods,59.8,148.0,148.0,2025-07-19 20:07:59
SEG03,500,0.245542627,Seafood,172.3,224.0,224.0,2025-07-19 20:07:59
DAT85,500,0.182407266,Dairy,109.2,136.0,136.0,2025-07-19 20:07:59
FRB91,1500,0.136328794,Frozen Foods,54.9,248.0,248.0,2025-07-19 20:07:59
BRB17,250,0.11566015,Breads,218.3,246.0,246.0,2025-07-19 20:07:59
HOE26,500,0.167844438,Household,193.9,114.0,114.0,2025-07-19 20:07:59
CAL51,800,0.14095631,Canned,167.7,220.0,220.0,2025-07-19 20:07:59
SFC15,30,0.125469442,Snack Foods,264.5,225.0,225.0,2025-07-19 20:07:59
DAE63,1000,0.139436695,Dairy,103.0,167.0,167.0,2025-07-19 20:07:59
HOX43,1500,0.124261614,Household,93.6,61.0,61.0,2025-07-19 20:07:59
FVL16,300,0.120520818,Fruits and Vegetables,45.9,78.0,78.0,2025-07-19 20:07:59
BRF47,500,0.096386227,Breads,163.6,285.0,285.0,2025-07-19 20:07:59
FVG49,500,0.162147349,Fruits and Vegetables,37.7,214.0,214.0,2025-07-19 20:07:59
DAJ23,500,0.109911272,Dairy,41.9,157.0,157.0,2025-07-19 20:07:59
FVJ96,300,0.156926608,Fruits and Vegetables,238.4,212.0,212.0,2025-07-19 20:07:59
HDO45,700,0.170176516,Hard Drinks,55.3,158.0,158.0,2025-07-19 20:07:59
FVF73,1000,0.160095901,Fruits and Vegetables,61.5,175.0,175.0,2025-07-19 20:07:59
FRA51,1500,0.099832728,Frozen Foods,87.5,159.0,159.0,2025-07-19 20:07:59
SFX12,100,0.236433601,Snack Foods,155.6,121.0,121.0,2025-07-19 20:07:59
DAN55,500,0.18329488,Dairy,111.7,99.0,99.0,2025-07-19 20:07:59
HOS61,1500,0.098775709,Household,208.9,144.0,144.0,2025-07-19 20:07:59
FVY95,200,0.270300331,Fruits and Vegetables,38.3,86.0,86.0,2025-07-19 20:07:59
DAA32,500,0.119852889,Dairy,45.0,167.0,167.0,2025-07-19 20:07:59
BAH89,250,0.105220024,Baking Goods,102.8,74.0,74.0,2025-07-19 20:07:59
FRC91,400,0.095715608,Frozen Foods,125.9,250.0,250.0,2025-07-19 20:07:59
FVO65,200,0.106027474,Fruits and Vegetables,84.0,110.0,110.0,2025-07-19 20:07:59
FRQ38,600,0.157257637,Frozen Foods,215.0,219.0,219.0,2025-07-19 20:07:59
FVB30,300,0.109971578,Fruits and Vegetables,82.8,140.0,140.0,2025-07-19 20:07:59
CAY94,800,0.133145617,Canned,218.5,241.0,241.0,2025-07-19 20:07:59
DAJ52,1000,0.136696892,Dairy,264.6,134.0,134.0,2025-07-19 20:07:59
BAT06,250,0.121043709,Baking Goods,59.4,170.0,170.0,2025-07-19 20:07:59
SFI78,50,0.104768536,Snack Foods,155.2,152.0,152.0,2025-07-19 20:07:59
DAX27,200,0.123727659,Dairy,253.0,212.0,212.0,2025-07-19 20:07:59
HOM02,1000,0.163805509,Household,117.6,222.0,222.0,2025-07-19 20:07:59
BAR68,500,0.182128363,Baking Goods,165.7,194.0,194.0,2025-07-19 20:07:59
HDP55,500,0.159096908,Hard Drinks,129.3,235.0,235.0,2025-07-19 20:07:59
BAD52,500,0.103935018,Baking Goods,166.9,261.0,261.0,2025-07-19 20:07:59
SFQ23,75,0.128011859,Snack Foods,166.9,184.0,184.0,2025-07-19 20:07:59
DAQ40,200,0.119850541,Dairy,234.5,160.0,160.0,2025-07-19 20:07:59
SFV82,100,0.181958524,Snack Foods,161.1,247.0,247.0,2025-07-19 20:07:59
FRQ18,400,0.144167934,Frozen Foods,146.3,223.0,223.0,2025-07-19 20:07:59
SFN94,50,0.139985583,Snack Foods,145.3,255.0,255.0,2025-07-19 20:07:59
SFT06,100,0.099286298,Snack Foods,49.9,142.0,142.0,2025-07-19 20:07:59
HOL69,1000,0.168064909,Household,176.3,167.0,167.0,2025-07-19 20:07:59
FVR58,500,0.136286138,Fruits and Vegetables,170.9,168.0,168.0,2025-07-19 20:07:59
FRS86,600,0.125857678,Frozen Foods,100.5,167.0,167.0,2025-07-19 20:07:59
SDX63,500,0.112896669,Soft Drinks,36.1,86.0,86.0,2025-07-19 20:07:59
BAO69,250,0.173973652,Baking Goods,126.5,180.0,180.0,2025-07-19 20:07:59
FRK24,400,0.119285634,Frozen Foods,247.4,167.0,167.0,2025-07-19 20:07:59
FRB65,500,0.153011599,Frozen Foods,215.2,188.0,188.0,2025-07-19 20:07:59
SFQ56,75,0.105276162,Snack Foods,173.3,99.0,99.0,2025-07-19 20:07:59
MEI48,1000,0.122123201,Meat,100.8,210.0,210.0,2025-07-19 20:07:59
MES77,1000,0.179077475,Meat,94.4,66.0,66.0,2025-07-19 20:07:59
SFF20,30,0.125170423,Snack Foods,261.5,229.0,229.0,2025-07-19 20:07:59
FRU51,400,0.131445848,Frozen Foods,246.8,96.0,96.0,2025-07-19 20:07:59
BAH87,250,0.18614827,Baking Goods,78.2,64.0,64.0,2025-07-19 20:07:59
FVY26,300,0.204713036,Fruits and Vegetables,101.0,94.0,94.0,2025-07-19 20:07:59
SFF45,100,0.116148596,Snack Foods,176.0,115.0,115.0,2025-07-19 20:07:59
HOV79,500,0.096806008,Household,56.3,158.0,158.0,2025-07-19 20:07:59
SFH99,100,0.105725004,Snack Foods,170.0,75.0,75.0,2025-07-19 20:07:59
SFR18,30,0.148764535,Snack Foods,111.2,231.0,231.0,2025-07-19 20:07:59
STC07,500,0.098170402,Starchy Foods,224.1,117.0,117.0,2025-07-19 20:07:59
FVV39,500,0.119439636,Fruits and Vegetables,182.2,218.0,218.0,2025-07-19 20:07:59
FVY85,200,0.14492016,Fruits and Vegetables,174.7,242.0,242.0,2025-07-19 20:07:59
SFS28,100,0.106876976,Snack Foods,146.7,73.0,73.0,2025-07-19 20:07:59
FVE40,300,0.32111501,Fruits and Vegetables,100.8,116.0,116.0,2025-07-19 20:07:59
SFI20,100,0.127599399,Snack Foods,118.9,165.0,165.0,2025-07-19 20:07:59
SDF61,500,0.108206497,Soft Drinks,58.4,89.0,89.0,2025-07-19 20:07:59
BAH23,1000,0.099681705,Baking Goods,107.5,93.0,93.0,2025-07-19 20:07:59
FRB94,400,0.152024355,Frozen Foods,211.8,201.0,201.0,2025-07-19 20:07:59
HOS98,500,0.168329848,Household,176.8,121.0,121.0,2025-07-19 20:07:59
SFC51,30,0.111936685,Snack Foods,198.8,122.0,122.0,2025-07-19 20:07:59
FRL81,500,0.117095014,Frozen Foods,78.1,193.0,193.0,2025-07-19 20:07:59
SFH10,30,0.248301532,Snack Foods,124.1,125.0,125.0,2025-07-19 20:07:59
FVP47,1000,0.099839365,Fruits and Vegetables,143.4,149.0,149.0,2025-07-19 20:07:59
SFU96,100,0.180588082,Snack Foods,182.3,245.0,245.0,2025-07-19 20:07:59
HOV33,1000,0.274405193,Household,117.1,136.0,136.0,2025-07-19 20:07:59
DAB82,500,0.191008614,Dairy,92.8,222.0,222.0,2025-07-19 20:07:59
FRA36,600,0.159595473,Frozen Foods,32.9,154.0,154.0,2025-07-19 20:07:59
HOL15,750,0.112321218,Household,123.6,188.0,188.0,2025-07-19 20:07:59
HOY42,1500,0.112402118,Household,113.0,245.0,245.0,2025-07-19 20:07:59
BAM87,1000,0.105736638,Baking Goods,104.5,144.0,144.0,2025-07-19 20:07:59
FVN94,300,0.100388706,Fruits and Vegetables,76.0,147.0,147.0,2025-07-19 20:07:59
HOM23,1000,0.165073642,Household,207.7,261.0,261.0,2025-07-19 20:07:59
FVT26,500,0.171422166,Fruits and Vegetables,139.2,248.0,248.0,2025-07-19 20:07:59
HOK85,1500,0.177971115,Household,174.0,209.0,209.0,2025-07-19 20:07:59
BRN16,500,0.106894492,Breads,260.5,270.0,270.0,2025-07-19 20:07:59
SDS30,1500,0.127927931,Soft Drinks,184.9,152.0,152.0,2025-07-19 20:07:59
CAN26,400,0.1408005,Canned,111.4,183.0,183.0,2025-07-19 20:07:59
FVN86,300,0.132351411,Fruits and Vegetables,190.4,160.0,160.0,2025-07-19 20:07:59
SFL42,100,0.128876537,Snack Foods,139.2,115.0,115.0,2025-07-19 20:07:59
FVU07,500,0.165101585,Fruits and Vegetables,87.8,113.0,113.0,2025-07-19 20:07:59
SFQ06,30,0.162903525,Snack Foods,105.0,142.0,142.0,2025-07-19 20:07:59
FVD76,200,0.147904328,Fruits and Vegetables,116.6,95.0,95.0,2025-07-19 20:07:59
FRG48,600,0.098765906,Frozen Foods,196.4,212.0,212.0,2025-07-19 20:07:59
FVK27,200,0.121712459,Fruits and Vegetables,101.2,96.0,96.0,2025-07-19 20:07:59
CAI70,800,0.140292495,Canned,108.5,189.0,189.0,2025-07-19 20:07:59
HOL06,500,0.207783483,Household,262.3,109.0,109.0,2025-07-19 20:07:59
STA15,500,0.122837694,Starchy Foods,208.8,210.0,210.0,2025-07-19 20:07:59
BRB47,500,0.141174838,Breads,127.1,221.0,221.0,2025-07-19 20:07:59
MEX63,1000,0.150122794,Meat,154.5,220.0,220.0,2025-07-19 20:07:59
FRT78,1000,0.135662712,Frozen Foods,52.1,143.0,143.0,2025-07-19 20:07:59
HOH76,1000,0.164274416,Household,119.8,270.0,270.0,2025-07-19 20:07:59
BAU41,250,0.115107028,Baking Goods,222.0,96.0,96.0,2025-07-19 20:07:59
SEO66,700,0.129337594,Seafood,238.2,150.0,150.0,2025-07-19 20:07:59
BKL32,300,0.157718931,Breakfast,168.3,78.0,78.0,2025-07-19 20:07:59
FVC05,500,0.09468096,Fruits and Vegetables,86.3,157.0,157.0,2025-07-19 20:07:59
DAL61,200,0.122469209,Dairy,122.0,205.0,205.0,2025-07-19 20:07:59
SDF13,1000,0.105265475,Soft Drinks,160.0,124.0,124.0,2025-07-19 20:07:59
BRT01,800,0.147255604,Breads,93.7,274.0,274.0,2025-07-19 20:07:59
BRG34,500,0.128206001,Breads,155.9,209.0,209.0,2025-07-19 20:07:59
DAA17,500,0.106538757,Dairy,222.4,70.0,70.0,2025-07-19 20:07:59
FRW44,500,0.096337184,Frozen Foods,125.3,195.0,195.0,2025-07-19 20:07:59
HDR16,700,0.142425145,Hard Drinks,190.0,168.0,168.0,2025-07-19 20:07:59
HHE47,100,0.135226962,Health and Hygiene,56.3,155.0,155.0,2025-07-19 20:07:59
CAG00,400,0.102055777,Canned,184.0,261.0,261.0,2025-07-19 20:07:59
STU36,500,0.142383847,Starchy Foods,172.3,199.0,199.0,2025-07-19 20:07:59
SFJ85,100,0.123620492,Snack Foods,90.1,142.0,142.0,2025-07-19 20:07:59
FVO59,500,0.122204371,Fruits and Vegetables,173.6,129.0,129.0,2025-07-19 20:07:59
HHQ98,250,0.137807013,Health and Hygiene,161.8,206.0,206.0,2025-07-19 20:07:59
FVG07,500,0.106933748,Fruits and Vegetables,175.3,201.0,201.0,2025-07-19 20:07:59
SFO79,30,0.137786856,Snack Foods,157.8,113.0,113.0,2025-07-19 20:07:59
CAT70,800,0.11521312,Canned,112.0,71.0,71.0,2025-07-19 20:07:59
FRC58,1000,0.099991245,Frozen Foods,112.8,73.0,73.0,2025-07-19 20:07:59
SDZ06,500,0.129170642,Soft Drinks,234.0,141.0,141.0,2025-07-19 20:07:59
BAZ71,500,0.131770922,Baking Goods,151.1,121.0,121.0,2025-07-19 20:07:59
HOV52,750,0.120211747,Household,93.2,173.0,173.0,2025-07-19 20:07:59
BAD68,500,0.196438668,Baking Goods,194.6,79.0,79.0,2025-07-19 20:07:59
FVT14,300,0.127792701,Fruits and Vegetables,111.2,141.0,141.0,2025-07-19 20:07:59
BAK85,500,0.235354055,Baking Goods,50.8,139.0,139.0,2025-07-19 20:07:59
MEN42,1000,0.095195306,Meat,214.0,203.0,203.0,2025-07-19 20:07:59
SFJ00,50,0.117091213,Snack Foods,197.9,60.0,60.0,2025-07-19 20:07:59
BAL35,250,0.119339241,Baking Goods,106.1,103.0,103.0,2025-07-19 20:07:59
FVM35,500,0.101176316,Fruits and Vegetables,199.0,185.0,185.0,2025-07-19 20:07:59
HHB32,250,0.14526636,Health and Hygiene,224.0,198.0,198.0,2025-07-19 20:07:59
FRS94,600,0.146662938,Frozen Foods,138.7,160.0,160.0,2025-07-19 20:07:59
FVZ69,500,0.133424184,Fruits and Vegetables,102.2,139.0,139.0,2025-07-19 20:07:59
FRN75,1000,0.115799592,Frozen Foods,95.3,94.0,94.0,2025-07-19 20:07:59
DAW13,1000,0.241055611,Dairy,238.5,233.0,233.0,2025-07-19 20:07:59
DAT77,200,0.132876847,Dairy,98.1,213.0,213.0,2025-07-19 20:07:59
CAV55,800,0.126831854,Canned,209.0,230.0,230.0,2025-07-19 20:07:59
SFX31,100,0.103603094,Snack Foods,143.5,154.0,154.0,2025-07-19 20:07:59
FRU84,1000,0.104840884,Frozen Foods,122.1,107.0,107.0,2025-07-19 20:07:59
FVW09,500,0.131443921,Fruits and Vegetables,189.2,163.0,163.0,2025-07-19 20:07:59
BAE19,500,0.122274118,Baking Goods,40.3,111.0,111.0,2025-07-19 20:07:59
HDC33,1000,0.112681821,Hard Drinks,114.0,280.0,280.0,2025-07-19 20:07:59
DAW08,200,0.159843921,Dairy,206.6,243.0,243.0,2025-07-19 20:07:59
STW99,500,0.10084386,Starchy Foods,166.4,209.0,209.0,2025-07-19 20:07:59
BAT00,1000,0.130946374,Baking Goods,76.7,195.0,195.0,2025-07-19 20:07:59
FVJ65,500,0.17797002,Fruits and Vegetables,173.1,168.0,168.0,2025-07-19 20:07:59
SDO21,1500,0.11397026,Soft Drinks,185.2,183.0,183.0,2025-07-19 20:07:59
CAN20,800,0.196490902,Canned,120.5,215.0,215.0,2025-07-19 20:07:59
BRQ26,500,0.146305498,Breads,94.1,158.0,158.0,2025-07-19 20:07:59
CAH59,800,0.098283459,Canned,51.3,168.0,168.0,2025-07-19 20:07:59
CAD20,400,0.101812521,Canned,232.2,188.0,188.0,2025-07-19 20:07:59
FVB92,200,0.106327251,Fruits and Vegetables,172.8,131.0,131.0,2025-07-19 20:07:59
FRP39,1500,0.100055601,Frozen Foods,112.5,99.0,99.0,2025-07-19 20:07:59
CAG44,800,0.14897741,Canned,143.1,79.0,79.0,2025-07-19 20:07:59
FVU09,1000,0.104201019,Fruits and Vegetables,176.5,136.0,136.0,2025-07-19 20:07:59
SFU66,50,0.10016525,Snack Foods,193.9,101.0,101.0,2025-07-19 20:07:59
FVR37,300,0.109990885,Fruits and Vegetables,172.9,144.0,144.0,2025-07-19 20:07:59
BAZ38,500,0.117026714,Baking Goods,189.2,64.0,64.0,2025-07-19 20:07:59
HOL27,1000,0.129534812,Household,190.2,93.0,93.0,2025-07-19 20:07:59
SFU68,50,0.30374337,Snack Foods,196.0,72.0,72.0,2025-07-19 20:07:59
HDF62,500,0.122843005,Hard Drinks,172.4,154.0,154.0,2025-07-19 20:07:59
BKZ72,400,0.143396175,Breakfast,128.1,83.0,83.0,2025-07-19 20:07:59
BRR19,250,0.14571827,Breads,94.3,179.0,179.0,2025-07-19 20:07:59
BAG98,500,0.117543713,Baking Goods,197.3,67.0,67.0,2025-07-19 20:07:59
FVP55,1000,0.095587976,Fruits and Vegetables,194.0,198.0,198.0,2025-07-19 20:07:59
BAW42,250,0.100602552,Baking Goods,88.4,133.0,133.0,2025-07-19 20:07:59
HOJ16,1000,0.129731747,Household,196.2,66.0,66.0,2025-07-19 20:07:59
FVX48,1000,0.103363904,Fruits and Vegetables,226.2,262.0,262.0,2025-07-19 20:07:59
HHI81,500,0.126480422,Health and Hygiene,121.6,267.0,267.0,2025-07-19 20:07:59
HOG68,1500,0.144094079,Household,34.8,239.0,239.0,2025-07-19 20:07:59
BAB76,1000,0.186616421,Baking Goods,78.6,155.0,155.0,2025-07-19 20:07:59
DAN10,500,0.105323859,Dairy,39.1,135.0,135.0,2025-07-19 20:07:59
BAC79,250,0.130390458,Baking Goods,77.2,135.0,135.0,2025-07-19 20:07:59
BKZ94,400,0.105742544,Breakfast,130.6,180.0,180.0,2025-07-19 20:07:59
HDI10,700,0.136532569,Hard Drinks,159.7,118.0,118.0,2025-07-19 20:07:59
DAP88,500,0.23212188,Dairy,55.5,88.0,88.0,2025-07-19 20:07:59
FVE03,200,0.216323008,Fruits and Vegetables,165.0,198.0,198.0,2025-07-19 20:07:59
HHG30,250,0.135612397,Health and Hygiene,61.2,68.0,68.0,2025-07-19 20:07:59
MEO08,500,0.122565413,Meat,103.9,283.0,283.0,2025-07-19 20:07:59
SFC72,50,0.186528819,Snack Foods,152.0,176.0,176.0,2025-07-19 20:07:59
FVP00,1000,0.099026525,Fruits and Vegetables,93.8,202.0,202.0,2025-07-19 20:07:59
CAM02,800,0.139785104,Canned,196.2,172.0,172.0,2025-07-19 20:07:59
FRP92,500,0.112097433,Frozen Foods,105.6,144.0,144.0,2025-07-19 20:07:59
STM00,500,0.097618234,Starchy Foods,224.0,160.0,160.0,2025-07-19 20:07:59
FVW47,200,0.115570552,Fruits and Vegetables,57.5,87.0,87.0,2025-07-19 20:07:59
HOV43,1000,0.143164371,Household,34.9,279.0,279.0,2025-07-19 20:07:59
CAX24,800,0.102407778,Canned,234.3,115.0,115.0,2025-07-19 20:07:59
HOM67,500,0.118858866,Household,263.3,146.0,146.0,2025-07-19 20:07:59
SFU84,30,0.105448901,Snack Foods,156.2,129.0,129.0,2025-07-19 20:07:59
BAZ35,500,0.140955857,Baking Goods,92.2,106.0,106.0,2025-07-19 20:07:59
BAB63,250,0.107186944,Baking Goods,182.0,179.0,179.0,2025-07-19 20:07:59
STE14,1000,0.153960209,Starchy Foods,106.0,84.0,84.0,2025-07-19 20:07:59
FVB21,300,0.15604396,Fruits and Vegetables,239.7,269.0,269.0,2025-07-19 20:07:59
DAL98,200,0.101281,Dairy,55.1,275.0,275.0,2025-07-19 20:07:59
SDN73,1500,0.198424841,Soft Drinks,185.3,200.0,200.0,2025-07-19 20:07:59
SFB42,30,0.213125482,Snack Foods,44.9,210.0,210.0,2025-07-19 20:07:59
FVW46,200,0.120137953,Fruits and Vegetables,181.3,249.0,249.0,2025-07-19 20:07:59
SFF44,30,0.099804623,Snack Foods,113.8,88.0,88.0,2025-07-19 20:07:59
FRQ10,400,0.162882227,Frozen Foods,46.9,135.0,135.0,2025-07-19 20:07:59
DAZ16,500,0.09644909,Dairy,43.8,182.0,182.0,2025-07-19 20:07:59
CAF74,800,0.124301968,Canned,89.7,232.0,232.0,2025-07-19 20:07:59
SFF69,100,0.097201128,Snack Foods,159.4,200.0,200.0,2025-07-19 20:07:59
BRS10,800,0.143199389,Breads,175.8,136.0,136.0,2025-07-19 20:07:59
BAP89,250,0.116108797,Baking Goods,164.1,248.0,248.0,2025-07-19 20:07:59
FVE44,500,0.237651344,Fruits and Vegetables,170.2,257.0,257.0,2025-07-19 20:07:59
DAB14,1000,0.222063351,Dairy,99.7,97.0,97.0,2025-07-19 20:07:59
HOB47,1000,0.142589751,Household,35.9,235.0,235.0,2025-07-19 20:07:59
FVQ76,300,0.126292985,Fruits and Vegetables,88.6,79.0,79.0,2025-07-19 20:07:59
FRH46,500,0.096185556,Frozen Foods,127.2,81.0,81.0,2025-07-19 20:07:59
BAW55,500,0.11487406,Baking Goods,221.4,232.0,232.0,2025-07-19 20:07:59
CAS83,400,0.120773451,Canned,186.6,209.0,209.0,2025-07-19 20:07:59
SFX50,100,0.115911972,Snack Foods,177.3,204.0,204.0,2025-07-19 20:07:59
FVA25,200,0.10985775,Fruits and Vegetables,188.8,200.0,200.0,2025-07-19 20:07:59
MED92,1000,0.137580452,Meat,182.9,187.0,187.0,2025-07-19 20:07:59
CAW02,400,0.122742389,Canned,134.3,174.0,174.0,2025-07-19 20:07:59
FRF97,500,0.099186992,Frozen Foods,198.8,201.0,201.0,2025-07-19 20:07:59
FVS34,1000,0.162418495,Fruits and Vegetables,64.9,93.0,93.0,2025-07-19 20:07:59
FRT65,400,0.111381428,Frozen Foods,106.8,95.0,95.0,2025-07-19 20:07:59
SFP04,50,0.112553853,Snack Foods,59.0,78.0,78.0,2025-07-19 20:07:59
SFM32,100,0.118102769,Snack Foods,224.8,226.0,226.0,2025-07-19 20:07:59
MEN38,1000,0.096249842,Meat,134.5,282.0,282.0,2025-07-19 20:07:59
FRZ65,400,0.124452048,Frozen Foods,118.5,141.0,141.0,2025-07-19 20:07:59
CAM05,400,0.154363209,Canned,50.8,200.0,200.0,2025-07-19 20:07:59
FVO57,300,0.173703549,Fruits and Vegetables,175.8,182.0,182.0,2025-07-19 20:07:59
SFX78,30,0.118342285,Snack Foods,222.6,112.0,112.0,2025-07-19 20:07:59
FVP95,1000,0.116152226,Fruits and Vegetables,94.1,74.0,74.0,2025-07-19 20:07:59
